danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.769,0.933,1,-4.858,1,0.043,0.196,0.0,0.109,0.962,129.924,audio_features,3B48p2Hul9O0Hn8BblGiUN,spotify:track:3B48p2Hul9O0Hn8BblGiUN,https://api.spotify.com/v1/tracks/3B48p2Hul9O0Hn8BblGiUN,https://api.spotify.com/v1/audio-analysis/3B48p2Hul9O0Hn8BblGiUN,210617,4
0.712,0.689,2,-9.234,0,0.31,0.00816,0.000514,0.118,0.45,195.041,audio_features,4C0FoSdR6SVtJ5DQKLOlDa,spotify:track:4C0FoSdR6SVtJ5DQKLOlDa,https://api.spotify.com/v1/tracks/4C0FoSdR6SVtJ5DQKLOlDa,https://api.spotify.com/v1/audio-analysis/4C0FoSdR6SVtJ5DQKLOlDa,328933,4
0.698,0.734,6,-4.48,0,0.078,0.184,1.2e-05,0.108,0.86,77.659,audio_features,2iGsJPQOkNsFiM2CjnVYKI,spotify:track:2iGsJPQOkNsFiM2CjnVYKI,https://api.spotify.com/v1/tracks/2iGsJPQOkNsFiM2CjnVYKI,https://api.spotify.com/v1/audio-analysis/2iGsJPQOkNsFiM2CjnVYKI,208187,4
0.52,0.772,9,-6.517,1,0.254,0.187,0.0,0.156,0.681,130.246,audio_features,621TMPiRb7R5dg9p2ECBW8,spotify:track:621TMPiRb7R5dg9p2ECBW8,https://api.spotify.com/v1/tracks/621TMPiRb7R5dg9p2ECBW8,https://api.spotify.com/v1/audio-analysis/621TMPiRb7R5dg9p2ECBW8,225231,4
0.638,0.74,9,-6.829,0,0.0916,0.39,7.42e-05,0.36,0.91,95.164,audio_features,5e89B7HTL78eGqD52uThwT,spotify:track:5e89B7HTL78eGqD52uThwT,https://api.spotify.com/v1/tracks/5e89B7HTL78eGqD52uThwT,https://api.spotify.com/v1/audio-analysis/5e89B7HTL78eGqD52uThwT,213007,3
0.794,0.796,10,-8.024,0,0.0744,0.354,0.00523,0.0921,0.882,135.035,audio_features,5LRNrmST1y4s1CIJClfiPE,spotify:track:5LRNrmST1y4s1CIJClfiPE,https://api.spotify.com/v1/tracks/5LRNrmST1y4s1CIJClfiPE,https://api.spotify.com/v1/audio-analysis/5LRNrmST1y4s1CIJClfiPE,281680,4
0.8,0.914,8,-1.953,0,0.194,0.441,0.0119,0.0601,0.752,134.989,audio_features,5ipGUUPcatXiBmrHhGJemN,spotify:track:5ipGUUPcatXiBmrHhGJemN,https://api.spotify.com/v1/tracks/5ipGUUPcatXiBmrHhGJemN,https://api.spotify.com/v1/audio-analysis/5ipGUUPcatXiBmrHhGJemN,227803,4
0.742,0.548,0,-5.894,1,0.235,0.131,0.0,0.0495,0.786,76.017,audio_features,0t7YxcNCPJnXl9GLT5jiAi,spotify:track:0t7YxcNCPJnXl9GLT5jiAi,https://api.spotify.com/v1/tracks/0t7YxcNCPJnXl9GLT5jiAi,https://api.spotify.com/v1/audio-analysis/0t7YxcNCPJnXl9GLT5jiAi,254960,4
0.688,0.955,2,-4.06,1,0.0792,0.569,0.000168,0.0789,0.889,187.568,audio_features,7BlelZjPQgRSTPhKAEkauM,spotify:track:7BlelZjPQgRSTPhKAEkauM,https://api.spotify.com/v1/tracks/7BlelZjPQgRSTPhKAEkauM,https://api.spotify.com/v1/audio-analysis/7BlelZjPQgRSTPhKAEkauM,183670,4
0.7,0.906,4,-2.534,0,0.196,0.0233,1.82e-06,0.102,0.618,138.039,audio_features,5LZOSLGQD61beV7cKfugih,spotify:track:5LZOSLGQD61beV7cKfugih,https://api.spotify.com/v1/tracks/5LZOSLGQD61beV7cKfugih,https://api.spotify.com/v1/audio-analysis/5LZOSLGQD61beV7cKfugih,224348,4
0.725,0.859,2,-3.866,0,0.132,0.248,0.0,0.222,0.727,135.123,audio_features,0Yc6JRXXgNzj6zOtQEv7f3,spotify:track:0Yc6JRXXgNzj6zOtQEv7f3,https://api.spotify.com/v1/tracks/0Yc6JRXXgNzj6zOtQEv7f3,https://api.spotify.com/v1/audio-analysis/0Yc6JRXXgNzj6zOtQEv7f3,222213,4
0.798,0.978,9,-3.218,0,0.183,0.591,0.000658,0.0837,0.751,125.018,audio_features,0fKty8GmFefGzizBFRSaE1,spotify:track:0fKty8GmFefGzizBFRSaE1,https://api.spotify.com/v1/tracks/0fKty8GmFefGzizBFRSaE1,https://api.spotify.com/v1/audio-analysis/0fKty8GmFefGzizBFRSaE1,402880,4
0.78,0.932,0,-2.631,1,0.149,0.23,0.0,0.0502,0.951,123.018,audio_features,6oh9lVADxruCxcEWQUdSAl,spotify:track:6oh9lVADxruCxcEWQUdSAl,https://api.spotify.com/v1/tracks/6oh9lVADxruCxcEWQUdSAl,https://api.spotify.com/v1/audio-analysis/6oh9lVADxruCxcEWQUdSAl,234146,4
0.719,0.881,1,-2.298,0,0.0492,0.545,0.000145,0.0975,0.929,106.991,audio_features,0aAja4XDXlfjqwYhoC67Cd,spotify:track:0aAja4XDXlfjqwYhoC67Cd,https://api.spotify.com/v1/tracks/0aAja4XDXlfjqwYhoC67Cd,https://api.spotify.com/v1/audio-analysis/0aAja4XDXlfjqwYhoC67Cd,219813,4
0.68,0.912,1,-5.95,1,0.12,0.108,2.5e-05,0.395,0.68,135.025,audio_features,0A78qRonJ1G8Q4oMiBWUpp,spotify:track:0A78qRonJ1G8Q4oMiBWUpp,https://api.spotify.com/v1/tracks/0A78qRonJ1G8Q4oMiBWUpp,https://api.spotify.com/v1/audio-analysis/0A78qRonJ1G8Q4oMiBWUpp,188444,4
0.752,0.989,5,-3.754,1,0.135,0.0562,3.11e-05,0.113,0.837,144.03,audio_features,4oecE3Zmve9lvidiJKhmSU,spotify:track:4oecE3Zmve9lvidiJKhmSU,https://api.spotify.com/v1/tracks/4oecE3Zmve9lvidiJKhmSU,https://api.spotify.com/v1/audio-analysis/4oecE3Zmve9lvidiJKhmSU,265133,4
0.835,0.948,7,-3.685,1,0.181,0.307,0.000157,0.521,0.545,108.701,audio_features,7Ev9s6Qfom7f3De0olV06c,spotify:track:7Ev9s6Qfom7f3De0olV06c,https://api.spotify.com/v1/tracks/7Ev9s6Qfom7f3De0olV06c,https://api.spotify.com/v1/audio-analysis/7Ev9s6Qfom7f3De0olV06c,253320,3
0.886,0.722,7,-8.138,0,0.0657,0.287,3.23e-06,0.152,0.923,124.006,audio_features,3YasfW3dD1JK8Y5TESOKOH,spotify:track:3YasfW3dD1JK8Y5TESOKOH,https://api.spotify.com/v1/tracks/3YasfW3dD1JK8Y5TESOKOH,https://api.spotify.com/v1/audio-analysis/3YasfW3dD1JK8Y5TESOKOH,297133,4
0.59,0.819,6,-5.703,1,0.0961,0.0361,0.0,0.0635,0.864,202.389,audio_features,2XnpZ2HWVvEJqUhyhQBGZj,spotify:track:2XnpZ2HWVvEJqUhyhQBGZj,https://api.spotify.com/v1/tracks/2XnpZ2HWVvEJqUhyhQBGZj,https://api.spotify.com/v1/audio-analysis/2XnpZ2HWVvEJqUhyhQBGZj,231111,3
0.773,0.746,7,-3.952,1,0.3,0.371,0.0,0.635,0.578,133.911,audio_features,18UY2a8NDNZJI6SATh3OLz,spotify:track:18UY2a8NDNZJI6SATh3OLz,https://api.spotify.com/v1/tracks/18UY2a8NDNZJI6SATh3OLz,https://api.spotify.com/v1/audio-analysis/18UY2a8NDNZJI6SATh3OLz,179396,4
0.411,0.771,9,-6.709,1,0.0715,0.132,9.7e-05,0.0912,0.392,102.757,audio_features,6f57gCF97DdgQCOVcsc3Zb,spotify:track:6f57gCF97DdgQCOVcsc3Zb,https://api.spotify.com/v1/tracks/6f57gCF97DdgQCOVcsc3Zb,https://api.spotify.com/v1/audio-analysis/6f57gCF97DdgQCOVcsc3Zb,259270,3
0.912,0.93,1,-7.829,1,0.0974,0.0694,2.92e-06,0.626,0.787,127.033,audio_features,4HnSuaffFKg2FveLpOubAr,spotify:track:4HnSuaffFKg2FveLpOubAr,https://api.spotify.com/v1/tracks/4HnSuaffFKg2FveLpOubAr,https://api.spotify.com/v1/audio-analysis/4HnSuaffFKg2FveLpOubAr,196534,4
0.743,0.859,6,-5.008,0,0.182,0.193,0.0,0.208,0.681,123.02,audio_features,1lpLUb3HAQnCV6ED4PsqcC,spotify:track:1lpLUb3HAQnCV6ED4PsqcC,https://api.spotify.com/v1/tracks/1lpLUb3HAQnCV6ED4PsqcC,https://api.spotify.com/v1/audio-analysis/1lpLUb3HAQnCV6ED4PsqcC,235867,4
0.515,0.593,10,-4.905,1,0.0388,0.123,0.0,0.0968,0.696,103.012,audio_features,7ksPxlnblgFQSJDIgUyazZ,spotify:track:7ksPxlnblgFQSJDIgUyazZ,https://api.spotify.com/v1/tracks/7ksPxlnblgFQSJDIgUyazZ,https://api.spotify.com/v1/audio-analysis/7ksPxlnblgFQSJDIgUyazZ,251650,4
0.722,0.724,10,-8.212,1,0.0442,0.152,0.00148,0.251,0.922,103.003,audio_features,29qaWfIMA2PnthxI5AjDVg,spotify:track:29qaWfIMA2PnthxI5AjDVg,https://api.spotify.com/v1/tracks/29qaWfIMA2PnthxI5AjDVg,https://api.spotify.com/v1/audio-analysis/29qaWfIMA2PnthxI5AjDVg,226923,4
0.746,0.504,8,-9.765,1,0.0671,0.0372,0.00702,0.106,0.598,168.063,audio_features,0tVJmgXdaUPBwe2gGzHHEo,spotify:track:0tVJmgXdaUPBwe2gGzHHEo,https://api.spotify.com/v1/tracks/0tVJmgXdaUPBwe2gGzHHEo,https://api.spotify.com/v1/audio-analysis/0tVJmgXdaUPBwe2gGzHHEo,254067,4
0.677,0.685,9,-6.057,1,0.327,0.532,0.0,0.163,0.679,125.7,audio_features,2RcqJxFcuwSngASme6SpvT,spotify:track:2RcqJxFcuwSngASme6SpvT,https://api.spotify.com/v1/tracks/2RcqJxFcuwSngASme6SpvT,https://api.spotify.com/v1/audio-analysis/2RcqJxFcuwSngASme6SpvT,217853,3
0.695,0.632,5,-5.745,0,0.0815,0.371,0.00117,0.135,0.806,202.04,audio_features,4Z1KZDjDGW7uJYawo2rb1t,spotify:track:4Z1KZDjDGW7uJYawo2rb1t,https://api.spotify.com/v1/tracks/4Z1KZDjDGW7uJYawo2rb1t,https://api.spotify.com/v1/audio-analysis/4Z1KZDjDGW7uJYawo2rb1t,191287,4
0.69,0.855,0,-3.497,1,0.0462,0.814,0.136,0.0907,0.963,91.47,audio_features,5XID8nM9UjxKmEzvsMk7MY,spotify:track:5XID8nM9UjxKmEzvsMk7MY,https://api.spotify.com/v1/tracks/5XID8nM9UjxKmEzvsMk7MY,https://api.spotify.com/v1/audio-analysis/5XID8nM9UjxKmEzvsMk7MY,267160,3
0.745,0.69,3,-8.667,0,0.136,0.107,4e-06,0.289,0.707,117.509,audio_features,1pdNNU2wWIaZifmv9lwU90,spotify:track:1pdNNU2wWIaZifmv9lwU90,https://api.spotify.com/v1/tracks/1pdNNU2wWIaZifmv9lwU90,https://api.spotify.com/v1/audio-analysis/1pdNNU2wWIaZifmv9lwU90,184529,4
0.904,0.442,7,-9.601,0,0.19,0.512,0.00296,0.152,0.675,119.964,audio_features,6AkRqxKsks8tf0fylxPV61,spotify:track:6AkRqxKsks8tf0fylxPV61,https://api.spotify.com/v1/tracks/6AkRqxKsks8tf0fylxPV61,https://api.spotify.com/v1/audio-analysis/6AkRqxKsks8tf0fylxPV61,164728,5
0.769,0.663,2,-7.747,0,0.0811,0.333,0.0,0.0797,0.808,128.041,audio_features,1q6nM8Y7NJDsgFknLfZfp4,spotify:track:1q6nM8Y7NJDsgFknLfZfp4,https://api.spotify.com/v1/tracks/1q6nM8Y7NJDsgFknLfZfp4,https://api.spotify.com/v1/audio-analysis/1q6nM8Y7NJDsgFknLfZfp4,221250,4
0.69,0.548,2,-7.264,0,0.0756,0.401,0.0,0.129,0.248,140.941,audio_features,7BPBSa3AIkZrK4c7lPzFEo,spotify:track:7BPBSa3AIkZrK4c7lPzFEo,https://api.spotify.com/v1/tracks/7BPBSa3AIkZrK4c7lPzFEo,https://api.spotify.com/v1/audio-analysis/7BPBSa3AIkZrK4c7lPzFEo,128347,4
0.613,0.846,8,-7.941,0,0.123,0.164,0.000215,0.184,0.933,126.003,audio_features,2wNDQHCnQARthNpnEtRmzr,spotify:track:2wNDQHCnQARthNpnEtRmzr,https://api.spotify.com/v1/tracks/2wNDQHCnQARthNpnEtRmzr,https://api.spotify.com/v1/audio-analysis/2wNDQHCnQARthNpnEtRmzr,189127,4
0.639,0.822,7,-5.171,1,0.0686,0.185,0.269,0.329,0.902,123.224,audio_features,1DSdM1nslwDn8JlHElw6Yc,spotify:track:1DSdM1nslwDn8JlHElw6Yc,https://api.spotify.com/v1/tracks/1DSdM1nslwDn8JlHElw6Yc,https://api.spotify.com/v1/audio-analysis/1DSdM1nslwDn8JlHElw6Yc,252688,4
0.613,0.934,6,-6.709,0,0.153,0.0555,0.12,0.104,0.733,116.995,audio_features,7vsDFUAI6IIgMcjPhyQgDD,spotify:track:7vsDFUAI6IIgMcjPhyQgDD,https://api.spotify.com/v1/tracks/7vsDFUAI6IIgMcjPhyQgDD,https://api.spotify.com/v1/audio-analysis/7vsDFUAI6IIgMcjPhyQgDD,225992,4
0.734,0.592,6,-7.015,0,0.0625,0.242,3.56e-05,0.0956,0.687,103.781,audio_features,5Ymv6tlT7HgheiAfiU12mN,spotify:track:5Ymv6tlT7HgheiAfiU12mN,https://api.spotify.com/v1/tracks/5Ymv6tlT7HgheiAfiU12mN,https://api.spotify.com/v1/audio-analysis/5Ymv6tlT7HgheiAfiU12mN,177692,4
0.717,0.522,0,-7.925,0,0.256,0.418,0.0,0.147,0.642,101.892,audio_features,55s7Mjxi5K1wKoXZpQIkDl,spotify:track:55s7Mjxi5K1wKoXZpQIkDl,https://api.spotify.com/v1/tracks/55s7Mjxi5K1wKoXZpQIkDl,https://api.spotify.com/v1/audio-analysis/55s7Mjxi5K1wKoXZpQIkDl,178823,4
0.828,0.706,2,-6.493,0,0.278,0.44,0.000255,0.161,0.585,92.983,audio_features,3KZN01EuBoqh04jyGXpnxr,spotify:track:3KZN01EuBoqh04jyGXpnxr,https://api.spotify.com/v1/tracks/3KZN01EuBoqh04jyGXpnxr,https://api.spotify.com/v1/audio-analysis/3KZN01EuBoqh04jyGXpnxr,161978,3
0.702,0.693,5,-4.941,0,0.191,0.139,0.0,0.0702,0.572,87.973,audio_features,6yqwxY8qifBBhyryjZutxk,spotify:track:6yqwxY8qifBBhyryjZutxk,https://api.spotify.com/v1/tracks/6yqwxY8qifBBhyryjZutxk,https://api.spotify.com/v1/audio-analysis/6yqwxY8qifBBhyryjZutxk,233240,4
0.709,0.613,7,-5.465,1,0.0726,0.614,0.113,0.161,0.445,88.016,audio_features,6nB2jTxdEasmji0SqlU77Q,spotify:track:6nB2jTxdEasmji0SqlU77Q,https://api.spotify.com/v1/tracks/6nB2jTxdEasmji0SqlU77Q,https://api.spotify.com/v1/audio-analysis/6nB2jTxdEasmji0SqlU77Q,219868,4
0.794,0.578,1,-5.932,0,0.25,0.103,1.24e-05,0.363,0.967,126.032,audio_features,1eldTykrnkEBLX41bk5eMw,spotify:track:1eldTykrnkEBLX41bk5eMw,https://api.spotify.com/v1/tracks/1eldTykrnkEBLX41bk5eMw,https://api.spotify.com/v1/audio-analysis/1eldTykrnkEBLX41bk5eMw,217260,4
0.671,0.578,6,-6.542,1,0.0863,0.113,0.0,0.0733,0.565,130.045,audio_features,5tFxDBCS5t0af9v9HiysLr,spotify:track:5tFxDBCS5t0af9v9HiysLr,https://api.spotify.com/v1/tracks/5tFxDBCS5t0af9v9HiysLr,https://api.spotify.com/v1/audio-analysis/5tFxDBCS5t0af9v9HiysLr,281360,4
0.934,0.807,6,-4.286,1,0.173,0.142,1.99e-05,0.299,0.878,127.967,audio_features,4RJ4yw4211nR1ggAved18G,spotify:track:4RJ4yw4211nR1ggAved18G,https://api.spotify.com/v1/tracks/4RJ4yw4211nR1ggAved18G,https://api.spotify.com/v1/audio-analysis/4RJ4yw4211nR1ggAved18G,153649,4
0.836,0.838,6,-5.303,0,0.0798,0.00985,0.692,0.102,0.569,130.012,audio_features,5e0SsTZotMfIxius5o3qnX,spotify:track:5e0SsTZotMfIxius5o3qnX,https://api.spotify.com/v1/tracks/5e0SsTZotMfIxius5o3qnX,https://api.spotify.com/v1/audio-analysis/5e0SsTZotMfIxius5o3qnX,143308,4
0.782,0.716,6,-10.052,0,0.236,0.38,0.000153,0.0651,0.968,125.058,audio_features,7xhmtGvVqulcdUcsaauS15,spotify:track:7xhmtGvVqulcdUcsaauS15,https://api.spotify.com/v1/tracks/7xhmtGvVqulcdUcsaauS15,https://api.spotify.com/v1/audio-analysis/7xhmtGvVqulcdUcsaauS15,192052,4
0.793,0.674,9,-9.872,0,0.252,0.09,6.31e-05,0.139,0.578,119.974,audio_features,08mU4zr52hOJR7ZyqS6Jmr,spotify:track:08mU4zr52hOJR7ZyqS6Jmr,https://api.spotify.com/v1/tracks/08mU4zr52hOJR7ZyqS6Jmr,https://api.spotify.com/v1/audio-analysis/08mU4zr52hOJR7ZyqS6Jmr,156500,4
0.897,0.665,4,-4.718,0,0.0713,0.169,4.02e-05,0.217,0.601,115.05,audio_features,09FcXaLu1BdrRNgxyBi6p5,spotify:track:09FcXaLu1BdrRNgxyBi6p5,https://api.spotify.com/v1/tracks/09FcXaLu1BdrRNgxyBi6p5,https://api.spotify.com/v1/audio-analysis/09FcXaLu1BdrRNgxyBi6p5,255160,4
0.772,0.756,10,-4.944,0,0.0343,0.254,2.73e-05,0.127,0.662,112.034,audio_features,4CozW8gCGgM6LGddrdLTyR,spotify:track:4CozW8gCGgM6LGddrdLTyR,https://api.spotify.com/v1/tracks/4CozW8gCGgM6LGddrdLTyR,https://api.spotify.com/v1/audio-analysis/4CozW8gCGgM6LGddrdLTyR,156429,4
0.576,0.721,8,-9.29,1,0.0409,0.00426,0.000236,0.143,0.925,172.517,audio_features,2K8ERVVjWyWLxKFNo5fhYz,spotify:track:2K8ERVVjWyWLxKFNo5fhYz,https://api.spotify.com/v1/tracks/2K8ERVVjWyWLxKFNo5fhYz,https://api.spotify.com/v1/audio-analysis/2K8ERVVjWyWLxKFNo5fhYz,153913,3
0.494,0.35,7,-7.746,1,0.0654,0.797,0.0,0.134,0.676,163.251,audio_features,2sZOchSAjMIK8abd0giWKu,spotify:track:2sZOchSAjMIK8abd0giWKu,https://api.spotify.com/v1/tracks/2sZOchSAjMIK8abd0giWKu,https://api.spotify.com/v1/audio-analysis/2sZOchSAjMIK8abd0giWKu,145832,3
0.498,0.83,4,-6.123,0,0.293,0.561,0.192,0.144,0.476,81.118,audio_features,1YQNuvUhIjaYbNi7FV2SVN,spotify:track:1YQNuvUhIjaYbNi7FV2SVN,https://api.spotify.com/v1/tracks/1YQNuvUhIjaYbNi7FV2SVN,https://api.spotify.com/v1/audio-analysis/1YQNuvUhIjaYbNi7FV2SVN,225903,4
0.567,0.44,6,-10.774,0,0.143,0.624,0.00166,0.146,0.365,173.804,audio_features,4cDnX3cMVIVRg8wKO1fCjW,spotify:track:4cDnX3cMVIVRg8wKO1fCjW,https://api.spotify.com/v1/tracks/4cDnX3cMVIVRg8wKO1fCjW,https://api.spotify.com/v1/audio-analysis/4cDnX3cMVIVRg8wKO1fCjW,180000,4
0.735,0.577,1,-7.084,0,0.3,0.466,1.25e-05,0.184,0.575,93.984,audio_features,7f9HrL9JAeIP94Ab5rPq67,spotify:track:7f9HrL9JAeIP94Ab5rPq67,https://api.spotify.com/v1/tracks/7f9HrL9JAeIP94Ab5rPq67,https://api.spotify.com/v1/audio-analysis/7f9HrL9JAeIP94Ab5rPq67,177606,4
0.631,0.655,9,-6.074,1,0.0281,0.41,0.0,0.208,0.798,132.022,audio_features,7nYiuvGUxKPyRiOCdRB3CE,spotify:track:7nYiuvGUxKPyRiOCdRB3CE,https://api.spotify.com/v1/tracks/7nYiuvGUxKPyRiOCdRB3CE,https://api.spotify.com/v1/audio-analysis/7nYiuvGUxKPyRiOCdRB3CE,296364,4
0.708,0.949,2,-4.967,1,0.125,0.265,0.0,0.241,0.871,126.93,audio_features,5C5mKEkNRTSxfUiyq5xg1I,spotify:track:5C5mKEkNRTSxfUiyq5xg1I,https://api.spotify.com/v1/tracks/5C5mKEkNRTSxfUiyq5xg1I,https://api.spotify.com/v1/audio-analysis/5C5mKEkNRTSxfUiyq5xg1I,280293,4
0.861,0.873,11,-7.168,0,0.0524,0.0414,0.394,0.0944,0.366,113.998,audio_features,7GucUpV4mTCyPaevmI3ipa,spotify:track:7GucUpV4mTCyPaevmI3ipa,https://api.spotify.com/v1/tracks/7GucUpV4mTCyPaevmI3ipa,https://api.spotify.com/v1/audio-analysis/7GucUpV4mTCyPaevmI3ipa,187733,4
0.865,0.617,11,-8.472,0,0.0543,0.0977,0.0329,0.116,0.536,118.005,audio_features,6nqe6iXrpAntPHHHNsK7nR,spotify:track:6nqe6iXrpAntPHHHNsK7nR,https://api.spotify.com/v1/tracks/6nqe6iXrpAntPHHHNsK7nR,https://api.spotify.com/v1/audio-analysis/6nqe6iXrpAntPHHHNsK7nR,244905,4
0.88,0.878,10,-3.231,0,0.0729,0.104,8.92e-06,0.0518,0.81,113.009,audio_features,4Q3cYiEH44ItpU6wc9wbRf,spotify:track:4Q3cYiEH44ItpU6wc9wbRf,https://api.spotify.com/v1/tracks/4Q3cYiEH44ItpU6wc9wbRf,https://api.spotify.com/v1/audio-analysis/4Q3cYiEH44ItpU6wc9wbRf,230558,4
0.793,0.95,11,-2.046,0,0.0356,0.146,0.00825,0.227,0.559,112.991,audio_features,0myEyvPyNgmMwVTHkWlXwX,spotify:track:0myEyvPyNgmMwVTHkWlXwX,https://api.spotify.com/v1/tracks/0myEyvPyNgmMwVTHkWlXwX,https://api.spotify.com/v1/audio-analysis/0myEyvPyNgmMwVTHkWlXwX,274868,4
0.701,0.542,10,-6.821,0,0.0825,0.405,0.0,0.106,0.632,106.142,audio_features,4NlVu9lP2OrRZ0f80mD5YN,spotify:track:4NlVu9lP2OrRZ0f80mD5YN,https://api.spotify.com/v1/tracks/4NlVu9lP2OrRZ0f80mD5YN,https://api.spotify.com/v1/audio-analysis/4NlVu9lP2OrRZ0f80mD5YN,122252,4
0.434,0.618,1,-7.1,0,0.224,0.267,0.00061,0.102,0.534,104.333,audio_features,2QcTf5lLMrrWTiElDInpTb,spotify:track:2QcTf5lLMrrWTiElDInpTb,https://api.spotify.com/v1/tracks/2QcTf5lLMrrWTiElDInpTb,https://api.spotify.com/v1/audio-analysis/2QcTf5lLMrrWTiElDInpTb,238345,4
0.719,0.543,1,-7.584,1,0.0411,0.0656,0.00168,0.101,0.173,103.846,audio_features,6csQnSD9lL1E59e1uxHVsW,spotify:track:6csQnSD9lL1E59e1uxHVsW,https://api.spotify.com/v1/tracks/6csQnSD9lL1E59e1uxHVsW,https://api.spotify.com/v1/audio-analysis/6csQnSD9lL1E59e1uxHVsW,186923,4
0.442,0.551,11,-9.96,0,0.0642,0.545,0.00895,0.146,0.63,99.988,audio_features,6lMQd3dNLrCpY5a8yTLGbe,spotify:track:6lMQd3dNLrCpY5a8yTLGbe,https://api.spotify.com/v1/tracks/6lMQd3dNLrCpY5a8yTLGbe,https://api.spotify.com/v1/audio-analysis/6lMQd3dNLrCpY5a8yTLGbe,189873,4
0.556,0.639,9,-6.652,0,0.0974,0.282,0.0,0.0878,0.591,99.627,audio_features,7moGDROshDKDpuQxtQ3q4m,spotify:track:7moGDROshDKDpuQxtQ3q4m,https://api.spotify.com/v1/tracks/7moGDROshDKDpuQxtQ3q4m,https://api.spotify.com/v1/audio-analysis/7moGDROshDKDpuQxtQ3q4m,190246,4
0.482,0.527,6,-9.667,0,0.28,0.0716,0.00115,0.0915,0.497,91.954,audio_features,5Dhs0Yvv9sWgSmnEeYHTdy,spotify:track:5Dhs0Yvv9sWgSmnEeYHTdy,https://api.spotify.com/v1/tracks/5Dhs0Yvv9sWgSmnEeYHTdy,https://api.spotify.com/v1/audio-analysis/5Dhs0Yvv9sWgSmnEeYHTdy,139529,3
0.764,0.752,0,-5.214,0,0.0631,0.474,9.66e-06,0.0918,0.85,91.988,audio_features,5aJhbhV4fTcLSkgH8y3aKq,spotify:track:5aJhbhV4fTcLSkgH8y3aKq,https://api.spotify.com/v1/tracks/5aJhbhV4fTcLSkgH8y3aKq,https://api.spotify.com/v1/audio-analysis/5aJhbhV4fTcLSkgH8y3aKq,149133,4
0.737,0.686,4,-5.425,0,0.249,0.409,0.0,0.0908,0.881,80.974,audio_features,7lTpq4P6yA8YbldQ7CgcDx,spotify:track:7lTpq4P6yA8YbldQ7CgcDx,https://api.spotify.com/v1/tracks/7lTpq4P6yA8YbldQ7CgcDx,https://api.spotify.com/v1/audio-analysis/7lTpq4P6yA8YbldQ7CgcDx,184444,3
0.674,0.638,4,-8.487,0,0.0977,0.223,0.0,0.136,0.808,159.058,audio_features,5WtWjJKaFlAJDCu1IzFAjM,spotify:track:5WtWjJKaFlAJDCu1IzFAjM,https://api.spotify.com/v1/tracks/5WtWjJKaFlAJDCu1IzFAjM,https://api.spotify.com/v1/audio-analysis/5WtWjJKaFlAJDCu1IzFAjM,133585,3
0.766,0.776,11,-6.447,0,0.164,0.366,0.000119,0.0809,0.961,170.964,audio_features,6L6lwZwGzn6WWqeLbONWZf,spotify:track:6L6lwZwGzn6WWqeLbONWZf,https://api.spotify.com/v1/tracks/6L6lwZwGzn6WWqeLbONWZf,https://api.spotify.com/v1/audio-analysis/6L6lwZwGzn6WWqeLbONWZf,198200,3
0.789,0.646,0,-6.167,1,0.061,0.593,0.0,0.156,0.877,145.947,audio_features,7FdHNzHJKCmNlmGZS9owvx,spotify:track:7FdHNzHJKCmNlmGZS9owvx,https://api.spotify.com/v1/tracks/7FdHNzHJKCmNlmGZS9owvx,https://api.spotify.com/v1/audio-analysis/7FdHNzHJKCmNlmGZS9owvx,348473,4
0.816,0.708,8,-7.581,1,0.113,0.0103,0.0878,0.0747,0.738,127.049,audio_features,6RwlvDzQ4fmeZwpE3z0k4E,spotify:track:6RwlvDzQ4fmeZwpE3z0k4E,https://api.spotify.com/v1/tracks/6RwlvDzQ4fmeZwpE3z0k4E,https://api.spotify.com/v1/audio-analysis/6RwlvDzQ4fmeZwpE3z0k4E,234660,4
0.728,0.738,10,-6.266,0,0.224,0.226,7.5e-05,0.0842,0.554,172.398,audio_features,4kQSzndpN5dBXF0gg9A9tH,spotify:track:4kQSzndpN5dBXF0gg9A9tH,https://api.spotify.com/v1/tracks/4kQSzndpN5dBXF0gg9A9tH,https://api.spotify.com/v1/audio-analysis/4kQSzndpN5dBXF0gg9A9tH,147130,3
0.814,0.747,6,-3.78,0,0.0398,0.695,0.000423,0.105,0.948,113.986,audio_features,5Q92Lz6MiwfmIIly1vs9ar,spotify:track:5Q92Lz6MiwfmIIly1vs9ar,https://api.spotify.com/v1/tracks/5Q92Lz6MiwfmIIly1vs9ar,https://api.spotify.com/v1/audio-analysis/5Q92Lz6MiwfmIIly1vs9ar,189474,4
0.584,0.68,2,-8.088,0,0.314,0.317,0.0,0.111,0.495,96.195,audio_features,4L6GFaHKWwJBeaD6FEKaXh,spotify:track:4L6GFaHKWwJBeaD6FEKaXh,https://api.spotify.com/v1/tracks/4L6GFaHKWwJBeaD6FEKaXh,https://api.spotify.com/v1/audio-analysis/4L6GFaHKWwJBeaD6FEKaXh,165078,4
